Country Code,Year,Expense (% of GDP),Exports of goods and services (% of GDP),External balance on goods and services (% of GDP),"Foreign direct investment, net inflows (% of GDP)","Foreign direct investment, net outflows (% of GDP)",GDP growth (annual %),"Services, value added (% of GDP)",Tax revenue (% of GDP),Trade (% of GDP),Merchandise trade (% of GDP),"Government expenditure on education, total (% of GDP)",Gross capital formation (% of GDP),Gross domestic savings (% of GDP),Forest rents (% of GDP),Current account balance (% of GDP),Current health expenditure (% of GDP),"Agriculture, forestry, and fishing, value added (% of GDP)",Access to electricity (% of population),Agricultural land (% of land area),"Agriculture, forestry, and fishing, value added (annual % growth)",Total greenhouse gas emissions (% change from 1990)
MYS,2007,18.11882114,106.1682749,19.87104338,4.686888049,6.104724305,6.298785927,44.52024529,14.30372284,192.4655064,166.4374175,4.372539997,23.40953497,43.28057835,4.504380562,15.38125957,3.08224082,9.98677368,11.58173072,21.63201948,8.826785542,26.23181109
MYS,2008,19.56798738,99.49957724,22.3308297,3.280787035,6.672047464,4.831769889,43.94810565,14.66295826,176.6683248,154.1336997,3.958519936,21.45830438,43.78900421,4.115779076,16.85962992,3.02357388,9.968582335,96.20849496,21.76350632,-3.444377824,29.29101373
MYS,2009,21.67130989,91.41679187,20.27461328,0.05669226782,3.332775849,-1.513528716,48.83602181,14.94050153,162.5589705,138.9322156,5.974180222,17.83569496,38.11030824,3.515040722,15.72299714,3.27629399,9.219100044,99.3,21.97534622,-10.27582094,39.97825982
MYS,2010,18.23192539,86.93029507,15.91582525,4.268663866,6.018985813,7.424847383,48.47729702,13.33219531,157.9447649,142.4354285,4.966450214,23.3865411,39.30224461,2.936034653,10.05571843,3.18466234,10.08991593,99.23118591,22.49064069,14.39613369,32.7757395
MYS,2011,19.73477959,85.25544211,15.57319961,5.074455346,6.077623368,5.293912834,47.76683525,14.79435317,154.9376846,139.4718125,5.76293993,23.18825797,38.76134789,2.263477592,10.90499128,3.33996487,11.45335312,99.50709534,22.92071222,6.844670672,36.87606211
MYS,2012,20.979877,79.29991393,10.75807309,2.829056466,5.373587501,5.473454193,49.02239584,15.61314674,147.8417548,134.8196012,5.739029884,25.74862137,36.50669445,2.289487442,5.18877827,3.48790693,9.793750746,99.8,23.8295541,0.960984685,40.54171965
MYS,2013,20.60212043,75.62904103,8.537090596,3.494301779,4.147590192,4.693722526,49.94472882,15.31023528,142.7209915,134.3206558,5.481200218,25.9371067,34.47409912,2.096155248,3.466133636,3.52240086,9.113363845,99.92743683,24.52990412,1.98532545,69.87730656
MYS,2014,19.68354439,73.79349863,9.274766075,3.141267795,4.750571236,6.006721946,50.12260008,14.84079071,138.3122312,130.9753974,5.212639809,24.97760843,34.2523745,2.505563252,4.391645334,3.72527027,8.873209013,99.98956299,24.62030132,2.047575648,53.58651185
MYS,2015,18.2910432,69.4486909,7.527309349,3.270949054,3.498192405,5.091532422,52.01389897,14.05686213,131.3700724,124.7443197,4.894869804,25.42426328,32.95157254,1.774201449,3.008923124,3.81608534,8.287499926,100,26.08421854,1.448655382,72.78055363
MYS,2016,16.76382131,66.77544545,6.651880883,4.471319287,3.351746876,4.449781398,52.53157113,13.55072517,126.89901,118.9777921,4.75191021,25.995512,32.64739288,1.618920747,2.36769105,3.68835807,8.462518856,100,26.08735352,-3.651360052,58.00385109
MYS,2017,15.82581903,70.01174251,6.868311645,2.935792391,1.757495423,5.81272241,51.88211171,12.94596624,133.1551734,129.5930028,4.677569866,25.54734345,32.4156551,2.020479698,2.807844141,3.71246052,8.598277535,100,26.08735352,5.88580909,35.70647474
MYS,2018,15.92545154,68.56958314,6.708746927,2.315063329,1.607218565,4.769927024,52.98545835,12.02522836,130.4304194,129.6452409,4.481259823,23.90829511,30.61704204,2.050604694,2.237542243,3.7562995,7.51202828,100,26.08735352,0.070485239,71.54881148
MYS,2019,17.38095849,65.220627,7.441070315,2.495617523,2.113944741,4.302815982,54.21347347,11.95250836,123.0001837,121.5288302,4.163189888,21.04250775,28.48357806,1.517365617,3.371751531,15.06540772,7.255789665,15.83534272,69.55879128,1.978142622,62.04610886
NOR,1975,29.00104161,36.10204307,-5.782983899,0.6681629398,0.5216868086,4.952147785,55.0844055,20.3859202,77.98707004,51.5149959,5.550220013,37.44624641,31.66326252,0.3008159777,-7.537695238,62.61103482,4.115822612,2.353910227,2.458630395,1.391725645,63.26641867
NOR,1976,31.24633513,35.9705077,-8.357680796,1.033299414,0.5361632532,5.825393459,55.17160499,21.53182507,80.2986962,53.06286897,6.163599968,38.88761415,30.52993336,0.2532620681,-10.42304685,94.40637394,4.403958821,52.68174283,2.453154603,1.527218214,18.74545258
NOR,1977,31.76523297,34.2855074,-9.100865284,1.850958,0.3013650992,4.160747322,55.16997936,22.08057275,77.67188009,52.43081826,5.972809792,38.10642265,29.00555737,0.1629313414,-12.17380974,30.17665333,4.434578763,33.7908518,2.461368291,-2.279438907,63.53192027
NOR,1978,33.36039494,35.98291019,0.3616414092,1.052840981,0.1413027701,3.869406251,54.74685101,21.81944171,71.60417897,48.10299469,6.444349766,29.93833235,30.29997376,0.2093246022,-4.552822263,31.70796966,4.228990356,67.7237596,2.464106187,-0.8782699027,13.55568048
NOR,1979,33.52993864,39.2530485,2.329531306,0.7553911584,0.08216667809,4.372459927,52.85672342,22.23869891,76.17656569,51.29088785,51.04973883,28.60179807,30.93132937,0.2228945397,-1.971358353,57.93970737,3.78009938,59.62256067,2.611952558,-6.631097561,38.99001565
NOR,1980,32.64305845,42.75431304,6.02458849,0.092825218,0.3929662409,4.564648356,51.61383566,25.11381524,79.48403759,55.04242655,5.780149937,28.2880743,34.31266279,0.2091909729,1.673957406,0.1680012811,3.626063925,92.19388167,2.562670434,8.198979592,12.44749867
NOR,1981,32.62157786,42.78176394,7.203305088,1.050379872,0.2834702584,1.598274364,51.19653273,26.25029793,78.36022279,53.252801,5.543640137,27.76887399,34.97217907,0.2164774457,3.359869481,55.94237128,3.619323147,35.54690149,2.562670434,7.799311548,2.056537885
NOR,1982,33.21115439,40.95566685,5.057317752,0.7183499847,0.4828365635,0.2353544784,51.42669882,25.31305262,76.85401595,52.78767823,5.678850174,28.76126878,33.81858653,0.1897739593,1.019625626,83.06356624,3.418784394,26.92155041,2.579097809,-1.084816937,42.50898531
NOR,1983,33.09544831,41.26701019,7.785489829,0.539366688,0.5814135603,3.972808814,50.84319826,24.5587192,74.74853055,51.10564675,5.646299839,26.37899555,34.16448537,0.1666613343,3.174549331,41.71625878,2.959589198,72.98353128,2.587311496,-3.166320258,95.04847226
NOR,1984,32.00068709,42.26020068,8.744170619,-0.2858617815,0.9724491587,6.052403165,49.42604534,24.53236615,75.77623073,52.80708973,5.429369926,27.52632847,36.27049909,0.14910356,4.643760536,18.57077749,3.070963462,40.08188203,2.611952558,10.51742248,63.84364599
NOR,1985,31.45170181,41.98046949,7.219746729,-0.6484950936,1.976840514,5.553358964,49.44648134,25.65460294,76.74119224,54.33001398,5.255670071,27.49990221,34.71964893,0.1572865302,4.632423767,9.511414638,2.859520414,20.71369431,2.620166245,-9.326446281,83.77582642
NOR,1986,33.88083786,33.58715134,-3.3846984,1.29454314,2.037164329,4.042252621,53.91751001,25.62118392,70.55900109,48.7881723,5.539830208,32.89168656,29.50698816,0.1599379925,-5.745157663,7.096351979,3.128646378,44.45487906,2.653020994,-6.968053593,46.95995105
NOR,1987,34.86733609,31.76215791,-2.20925379,0.2016845949,0.9310409597,1.753400789,54.97223863,23.62811577,65.7335696,46.83113014,5.788070202,31.49029336,29.28103957,0.1450385638,-4.350267604,67.54297678,3.196534751,82.45884101,2.65575889,4.712452239,6.242935049
NOR,1988,36.22553773,32.46185723,-0.5839622698,0.2756720979,0.9498922569,-0.2553472578,57.01070949,22.15427566,65.50767674,44.8045958,5.865970135,30.37928937,29.79698351,0.143617989,-3.816105388,30.90144331,3.085904795,88.13652469,2.672186265,0.9169161677,84.34232283
NOR,1989,36.74797322,37.3210468,3.478095211,1.471530411,1.311243628,1.038289969,56.48041658,20.47767892,71.16399839,49.48078037,6.299860001,27.39153443,30.86962964,0.1651811802,0.2182085687,99.02599644,2.905162742,44.64198096,2.713254701,3.740960504,93.0993573
NOR,1990,38.09484437,39.41949164,6.249433228,0.8364412653,1.224408147,1.932419827,56.35852026,21.30451018,72.58955005,51.15380159,6.310379982,24.58392233,30.83455578,0.1644938579,3.326824317,96.61559702,2.984023684,100,2.672186265,4.776799678,42.77452908
NOR,1991,38.62549314,39.20302448,7.730034794,-0.2902015196,1.463146113,3.084721395,57.40355176,21.57610491,70.67601416,48.96840337,6.373219967,22.17211522,29.90252972,0.113687605,4.124615655,22.27086759,2.910692114,100,2.76527472,10.25673831,-4.710777568
NOR,1992,39.73149443,37.13658831,6.60551745,-0.5106426255,-0.09187139722,3.574395539,57.7056991,20.73649632,67.66765917,46.78838048,6.63613987,21.51106946,28.11658691,0.09655141747,3.41719782,77.80878258,2.62774369,100,2.74610945,-5.194754961,-4.638333777
NOR,1993,39.01321019,37.15817162,6.267360299,0.8223019734,0.5957422315,2.845324367,57.65536591,20.73649755,68.04898293,46.49148374,7.676640034,22.02478373,28.29214403,0.09758598079,2.921077539,27.1956959,2.609422492,100,2.773488408,14.89596083,-0.312823626
NOR,1994,38.35828198,37.33726538,5.946103787,2.152412861,1.703528987,5.055427388,56.70080458,21.74282775,68.72842697,48.93910559,7.830430031,22.92634214,28.87244593,0.08279796354,2.957734019,61.55828997,2.603642491,100,2.820032636,2.819502148,3.764604896
NOR,1995,37.95624303,37.18262596,6.039736777,1.573882182,1.880704581,4.155491334,55.33568398,23.00490688,68.32551514,49.30618375,7.695680141,24.1041263,30.14386308,0.07948709173,3.441782314,75.93058338,2.589556221,100,3.085608525,6.720773614,4.599348569
NOR,1996,35.98682813,39.94237071,8.764241394,2.34068795,3.995877025,5.027947172,53.56366719,23.93682586,71.12050002,52.14037615,7.138050079,22.7998847,31.5641261,0.07417689825,6.707993662,61.07226156,2.227137916,100,3.099298004,-0.388336947,6.745091397
NOR,1997,34.39982827,40.55723974,8.051938949,2.797907546,3.490371718,5.284592985,53.21595668,23.89191652,73.06254052,52.21415384,7.30343008,25.06536177,33.11730072,0.06308097227,6.219731475,13.44738633,2.061787022,100,2.841935802,-1.383970631,10.50363088
NOR,1998,35.9087775,36.90810865,1.793448638,3.662264602,2.913573363,2.624426222,56.56116261,23.96735495,72.02276866,50.51264959,7.360779762,28.31475492,30.10820356,0.06441999543,0.003962325202,26.05014317,2.264227831,100,2.866576864,1.818481305,10.63302179
NOR,1999,35.07828542,38.60466513,7.200742046,3.587597582,2.990698892,2.012863289,55.15991685,24.269074,70.00858821,49.06261358,6.966479778,24.6030423,31.80378434,0.0520820251,5.458704492,13.23318046,2.05184686,100,2.841935802,0.003235512991,13.08736108
NOR,2000,32.0010907,45.73235418,16.81310013,4.865519279,6.308410927,3.204979222,49.88286871,26.70467324,74.65160822,55.15362465,6.467269897,21.83896455,38.65213102,0.04575402372,14.64482393,7.71215487,1.82301532,100,2.852887385,-2.578620422,5.561015244
NOR,2001,32.65243501,44.96230277,16.64514488,1.833750291,1.109621033,2.074790394,51.54592516,26.07929651,73.27946067,52.96592791,6.830629826,20.61719382,37.2623387,0.04787052988,15.83340582,8.02202415,1.588691727,100,2.866576864,-2.427684235,5.966153544
NOR,2002,37.62121835,40.37312639,13.13584783,1.540348018,3.958562183,1.44625414,53.48629683,27.18833639,67.61040495,48.34951711,7.437290192,20.47896704,33.61481487,0.04980062306,12.41229489,9.00061893,1.520730596,100,2.863838968,8.658951668,3.295621213
NOR,2003,37.37333093,39.63016952,12.7075151,1.826185306,2.919659775,0.9101056643,53.91566339,25.92911222,66.55282393,47.35502364,7.416359901,19.58485871,32.29237381,0.04290373256,12.10254955,9.21471977,1.308039428,100,2.847411593,-1.838742012,8.458363932
NOR,2004,35.35596909,41.09090195,13.17304349,1.859462653,2.882602316,3.96941456,52.42425772,27.3951498,69.00876042,49.54829384,7.298270226,21.69521374,34.86825723,0.03422887402,12.47582001,8.82115746,1.386467903,100,2.847411593,11.33484379,8.995473325
NOR,2005,33.26167457,43.40254484,15.9915115,3.256481585,10.274083,2.625457626,49.85670761,28.30365223,70.81357818,51.55555275,6.865069866,22.62567544,38.61718695,0.03312876462,16.17676605,8.32839584,1.403426254,100,2.83646001,2.252859067,6.094858019
NOR,2006,32.20978768,44.64456122,16.93327263,3.437084526,5.359546842,2.399790821,48.15854411,28.90944752,72.35584982,53.95805914,6.382760048,24.18169423,41.11496686,0.03392368792,16.179423,7.91272211,1.404447108,100,2.833722115,3.795374912,5.764975455
NOR,2007,32.13869787,43.29847207,13.41271472,6.187028113,5.717856563,2.994251851,50.32123167,28.19971126,73.18422942,54.03615677,6.534399986,27.38121832,40.79393304,0.0384487238,12.40403234,8.05085373,1.239866172,100,2.825508427,7.132247698,7.319775898
NOR,2008,30.8514474,45.91671174,16.94406407,4.451751149,7.858537941,0.4763799995,48.58719875,27.92462094,74.8893594,56.69161709,6.285220146,26.16150574,43.10507117,0.03679291963,15.77394514,7.96075296,1.128000951,100,2.805795578,4.275270986,5.242124423
NOR,2009,35.57635411,39.2356786,11.41656039,2.236141349,2.581135861,-1.727020309,53.64678579,25.96689041,67.05479681,48.09752057,7.10337019,24.73830349,36.15486388,0.03533218294,11.69604529,9.07431507,1.300319006,100,2.776938156,1.428709568,-2.409263634
NOR,2010,34.91099098,39.7598437,11.27012798,5.045810033,6.983451359,0.7018338239,52.72552855,26.88692442,68.24955942,48.50929112,6.746339798,25.439527,36.70965499,0.03945464136,11.72181976,8.90553188,1.568602331,100,2.754049348,7.97006459,-2.602841558
NOR,2011,34.35262792,41.27396486,12.87453678,2.066358679,2.608192885,0.9814694973,51.0706729,27.72208661,69.67339293,50.41187016,6.454520226,25.91622465,38.79076143,0.03406350794,13.33649743,8.78868103,1.344656733,100,2.735157867,3.792410764,-4.869041114
NOR,2012,33.94551312,40.68243719,13.14747071,5.475490173,5.371343194,2.703073855,51.61520391,27.04506296,68.21740367,48.72579429,7.374700069,26.41470986,39.56218057,0.0303918619,12.48176084,8.77787876,1.127948792,100,2.718182913,5.008613539,-5.824210724
NOR,2013,34.40608695,39.1971735,10.84772716,-0.2618033438,2.28827953,1.034072914,52.56490572,25.16576453,67.54661985,47.02526582,7.485350132,27.85062242,38.69834958,0.03600215671,10.22450643,8.92953396,1.31530621,100,2.703590045,-4.064892454,89.05196318
NOR,2014,35.84395638,38.99635572,9.329428613,0.650516595,4.627972759,1.969544301,53.94732066,23.56828516,68.66328283,46.97678144,7.695040226,27.78155599,37.1109846,0.04211918958,11.02800036,9.34493351,1.442842524,100,2.702652366,6.880317521,29.2876512
NOR,2015,38.38439454,37.80181591,5.744466387,1.885447809,5.552460798,1.967128438,56.44905707,22.22355077,69.85916543,46.74398015,7.569330215,27.48726523,33.23173162,0.04396572718,8.062585073,10.13146877,1.537557599,100,2.700041376,-5.511002252,34.48165891
NOR,2016,39.96800669,35.45992638,1.979537453,-5.061703915,1.777482314,1.071558977,58.39591911,22.08716304,68.94031531,43.52259386,8.030550003,28.10498401,30.08452146,0.05111569106,4.003554723,10.59129524,2.092314505,100,2.69391073,-6.018479806,83.87359946
NOR,2017,39.02015002,36.33299569,3.501566738,1.481097955,0.8529387656,2.323258407,56.83547461,22.47754585,69.16442464,45.75947943,7.911980152,27.83425412,31.33582085,0.04105927613,4.571425108,10.31589031,1.97646282,100,2.698022606,4.210690215,48.01804278
NOR,2018,37.70302419,38.44165444,5.80912299,-1.30464185,3.317302234,1.289548201,54.95386393,23.5755595,71.07418589,47.99793273,54.93428584,27.3418374,33.15093207,0.05271472289,8.052533374,10.0493927,1.883223917,100,2.701385358,0.2305229456,10.28370528
NOR,2019,39.21583046,36.94995718,1.7534147,3.157346987,1.635067712,1.154721939,57.72443483,23.25706606,72.14649965,46.64047603,42.38082994,28.99356504,30.74700791,0.05041428023,2.588189713,10.95447917,1.931982104,13.69977208,5.229033395,4.420971932,57.46741725
THA,1975,12.52357462,18.36300781,-4.6119356,0.5753388384,0,4.970405228,28.82333768,11.193868,41.33795122,36.87491058,2.380880117,26.75041342,20.01911913,1.672490639,-4.073860566,82.23764967,26.87108478,84.35154024,33.70588581,4.320940087,41.76349544
THA,1976,13.04675302,20.23520889,-2.469841228,0.4658007911,0,9.326811082,2.641157204,10.7838382,42.94025901,38.57473389,3.016720057,23.98528098,20.4404054,1.523686958,-2.589032774,61.9887476,26.69552647,66.49280621,34.34790268,6.11426998,58.29986088
THA,1977,12.31053261,19.95836395,-5.419330756,0.5363072243,0,9.843463235,16.42813554,11.60892172,45.33605865,40.98726336,3.215120077,26.88475787,21.98562721,1.735964106,-5.548450156,61.534217,24.78309776,20.41807446,35.16412535,2.230643188,43.77191364
THA,1978,13.02990546,19.8857021,-4.227570566,0.2318249084,0.02531973814,10.29574653,27.34560029,11.66140898,43.99897477,39.32673401,48.20129177,28.16386659,24.3002886,1.181640918,-4.801699931,24.32545,24.49815527,15.28017402,35.96860381,12.54540617,78.75654271
THA,1979,13.97334083,22.5711224,-6.725711382,0.2019635844,0.01431597143,5.371766513,95.61283716,12.37412805,51.86795617,45.50685715,2.845289946,27.20522521,22.9153676,1.589050996,-7.623641307,11.18353382,23.9935595,56.00547411,36.60670594,-1.938747453,65.10131212
THA,1980,15.36373833,24.11144779,-6.256170038,0.5868291842,0.009370722946,5.173541006,31.65661974,13.14314967,54.47906561,48.58524981,2.5745399,29.14192413,22.25932102,1.489909974,-6.417624104,89.24513755,23.23987777,42.742587,37.06864491,1.812228074,89.87445734
THA,1981,15.42764155,23.84738164,-6.273903178,0.8338245338,0.006696625794,5.906867763,17.73422801,13.47697636,53.96866646,48.74575969,2.883140087,29.67530952,21.95445415,0.8136417906,-7.378583739,20.33351501,21.35710076,61.13338426,37.85746442,6.854980823,76.27283399
THA,1982,16.33757879,22.91790665,-1.712515532,0.52164432,0.005822453686,5.352348751,81.46777629,12.64055577,47.54832882,42.34240391,3.273880005,26.51654201,23.33866949,0.8632581725,-2.741543907,11.56464864,18.54844952,32.78015495,38.71479183,2.474964307,42.11493273
THA,1983,16.18347219,20.11120637,-7.162083308,0.8730825583,0.003583102154,5.584202469,34.48910145,14.13958244,47.38449604,41.59296823,3.463870049,29.97527632,22.02545374,0.7746690962,-7.175976405,38.07644202,20.06017393,95.26066437,38.94771869,4.77153276,85.09038852
THA,1984,16.34651359,21.90138308,-4.266499255,0.959431442,0.001393842194,5.752430251,19.70707532,14.10679378,48.06926542,42.61250167,3.437220097,29.47311368,23.17983692,0.5389180683,-5.044743444,90.83655376,17.57385642,29.51245828,39.24719607,4.419332539,39.09201402
THA,1985,17.0144814,23.2136294,-2.727969651,0.4195314956,0.002210754565,4.647240357,14.16863866,13.6878369,49.15522845,42.06351831,48.9572705,28.24458054,24.25101918,0.5586998177,-3.951913675,85.92158504,15.80937021,63.54870643,40.27677191,4.50813265,74.18806873
THA,1986,16.31220105,25.6017967,2.032738719,0.6091043464,0.002467796457,5.533827767,78.32012088,13.61614666,49.17085468,41.89179375,3.407979965,25.87231091,25.8558133,0.7269867878,0.5731961902,24.77548399,15.6641499,50.49482371,40.66433087,0.3813939695,80.25426657
THA,1987,14.90145899,28.89401099,0.560037487,0.6964073262,0.3362823413,9.518946022,78.29054694,13.64999061,57.22798449,48.93001948,3.115819931,27.87471199,28.58845073,0.6950633872,-0.7251917975,65.90492079,15.73343752,18.95134324,41.57450723,0.06792555805,78.90055503
THA,1988,13.10196678,33.01196847,-1.389533569,1.792476572,0.03914123784,13.28811407,67.27507487,14.80673226,67.41347051,58.76381625,2.753420115,32.59088992,33.21481357,0.5411164759,-2.682723127,65.6480848,16.1780589,43.86341337,41.7506704,10.51036583,87.64974535
THA,1989,12.51459315,34.92152805,-2.563877426,2.457339494,0.06874031636,12.19050599,89.93556371,15.58057288,72.40693352,63.45666882,2.502429962,35.06611671,34.98297426,0.4236677875,-3.45730518,43.70257363,15.07529261,12.20276024,41.76437198,9.599121849,5.109443736
THA,1990,11.77777441,34.13192824,-7.518507875,2.863208361,0.1642513388,11.16716344,71.25633338,16.90732301,75.78236436,65.74992436,8.19374206,41.35376259,34.0368518,0.3283853004,-8.531561986,37.19423265,12.49962783,53.76502512,41.85441093,-4.686714695,5.918554428
THA,1991,11.66009372,35.96430952,-6.542515943,2.050177848,0.1701014376,8.558260321,10.39189936,17.41350398,78.47113498,67.18298409,3.08859992,42.84137755,35.80282146,0.3040906602,-7.707513001,46.93315172,12.6498266,43.775261,42.11474094,7.258153223,5.632637019
THA,1992,11.50328116,36.97247567,-4.009694357,1.895888261,0.1314943364,8.083388023,94.11644223,15.59178399,77.95464569,65.64030196,3.045409918,39.96394765,35.33184045,0.3314197092,-5.655670688,54.22603458,12.29733574,87.23539176,41.83679461,4.787790907,14.62452057
THA,1993,11.33771687,36.81728956,-4.111537997,1.399682301,0.1808405205,8.251915915,55.11931326,15.39927671,77.74611712,64.43202639,9.496526079,39.65614664,37.03929551,0.2572026455,-4.930504966,89.7271885,8.025829297,6.301933965,41.58429408,-40.79547148,18.16479365
THA,1994,11.22488202,38.24211391,-4.764725176,0.9315572878,0.336118399,7.997024667,54.37725835,16.03568902,81.24895299,67.98310695,3.405230045,40.90778485,36.81683017,0.2736932901,-5.494098173,59.69273044,8.627547715,12.69730172,41.33962301,6.672268466,25.10854557
THA,1995,10.80686853,41.53234507,-6.691484806,1.221616054,0.523138019,8.120315346,53.64075518,16.44093082,89.75617494,75.15709878,3.144979954,42.8626944,37.44847205,0.3434060632,-8.023301428,84.44278896,9.081224598,25.72313195,41.51578618,1.279046869,35.35516634
THA,1996,11.18508931,39.0184202,-6.237307604,1.276169045,0.5087567251,5.651944465,53.85529784,16.72621763,84.274148,69.96089261,3.499609947,42.53268871,36.70679799,0.3238002174,-8.02658795,88.22429628,9.063416493,36.67524286,40.8365793,5.291223908,42.06678071
THA,1997,13.23199535,48.23705871,1.422326768,2.593380616,0.386058162,-2.753575153,54.37049791,16.10547926,95.05179065,80.03629264,4.577189922,34.27472926,34.91549388,0.3340881063,-2.011646929,62.8811487,9.06490231,41.14906044,40.01252716,-0.4810644359,44.55006066
THA,1998,16.45603059,57.93730284,15.63413196,6.434808734,0.1144601157,-7.634035286,53.62904555,13.78816744,100.2404737,85.72467036,4.625699997,20.07149552,35.26039162,0.380504569,12.52905091,88.79673615,10.25922711,46.43603319,39.24915344,0.6851888792,92.47273209
THA,1999,19.54922788,56.43854286,12.17079702,4.817812226,0.2729535331,4.572307751,54.72810495,12.8892156,100.7062887,85.91126849,4.832670212,20.17340505,33.2423349,0.2174782548,9.811292029,82.89149774,8.892995278,66.93353669,39.18064554,4.825883025,52.16032994
THA,2000,13.50392124,64.84025074,8.382546126,2.663128488,-0.01817892438,4.455247043,54.8307435,12.9767329,121.2979554,103.5554133,5.25345993,22.28260569,32.29029827,0.3117481106,7.368451852,3.10125184,8.499848121,82.1,38.8224471,6.7992018,36.43475696
THA,2001,15.74345695,63.25068976,6.23341324,4.212235095,0.3555409308,3.44424901,55.09970906,13.07021832,120.2679663,105.5143127,4.81787014,23.11243721,30.52270711,0.3893073389,4.24027233,3.02623034,8.57928745,89.42684937,38.81070289,3.081105107,38.06193886
THA,2002,20.19145549,60.6457526,6.321762181,2.488154004,0.1271289803,6.149036052,54.41339037,13.47031276,114.969743,98.84747473,3.864919901,22.74419377,31.17013064,0.3935653798,3.46550654,3.33472419,8.69217818,90.28678894,38.53862867,0.1131883378,54.97917245
THA,2003,14.85436669,61.52255163,6.352283562,3.43593844,0.4090428633,7.189243303,52.64047015,14.4815688,116.6928197,102.5396015,3.725610018,23.82929867,31.44318074,0.6959715564,3.133562717,3.24312663,9.441354958,91.12796783,38.27438392,11.95528632,55.81480457
THA,2004,15.49155952,65.97185734,4.531840958,3.389473689,0.04433964175,6.289342143,52.80658737,14.85333091,127.4118737,110.2733875,4.030889988,25.6814147,31.01145453,0.4600208193,1.595972795,3.13893557,9.291110139,91.94592285,38.27634129,-1.112104556,82.71943773
THA,2005,15.31498103,68.4027169,-1.04843303,4.339583844,0.2912738858,4.187638429,52.30043401,16.06186027,137.8538668,121.0203651,3.93859005,30.42075086,30.50649617,0.4399998307,-4.036461304,3.15972185,9.194355282,92.73886871,38.38399656,-0.06087742744,75.09887253
THA,2006,15.06489621,68.67534203,3.263737875,4.021258511,0.4693214869,4.967810892,51.45115065,15.63699271,134.0869462,116.5661536,4.05038023,27.01164339,32.04657881,0.5048429655,1.043808092,3.09970689,9.401993466,99.14620148,38.56015972,3.925201306,68.20920908
THA,2007,16.55114139,68.87227517,7.871323351,3.283571201,0.5883473082,5.435151691,51.22094342,15.14315656,129.873227,111.7480156,3.603149891,25.49601429,33.52565103,0.582081391,5.926657493,3.19277501,9.347684701,94.28800201,38.75589657,1.908590217,86.75511065
THA,2008,17.0589483,71.41641811,2.395824673,2.938248966,0.8029630433,1.725698849,50.44795321,15.3848864,140.4370115,122.5201919,3.508500099,28.22643495,32.01865389,0.6902178606,0.3194661419,3.45933962,10.07243383,95.06736755,39.2452387,2.932638149,71.92318496
THA,2009,18.41180589,64.43861249,9.607806129,2.275903967,2.12852583,-0.6906182323,51.60436735,14.19423084,119.2694189,101.5691942,3.861939907,20.63639838,30.9541679,0.620898456,7.876565476,3.6193974,9.787033759,98.96,40.8678972,-0.2443395228,74.8424137
THA,2010,17.41141537,66.48617316,5.72182368,4.3232086,2.383821194,7.513390533,49.55609866,14.93264755,127.2505226,110.2965944,3.508440018,25.35665463,32.02365438,0.5430511737,3.367324141,3.39009976,10.52217564,99.7,41.2221809,-0.4578915445,102.4522086
THA,2011,19.41745836,70.85490938,2.034411536,0.6670869226,1.93511285,0.8401320831,50.42680995,16.36183479,139.6754072,121.7205236,4.805550098,26.79145825,30.89727641,0.5391027461,2.542168212,3.56825638,11.59179178,99.46230316,41.2221809,6.298291032,107.2990513
THA,2012,18.62161962,68.95123563,0.2275327494,3.244565278,3.587039504,7.242796202,51.15220571,15.44093567,137.6749385,120.2895507,4.536709785,28.02416571,30.37862026,0.4909988796,-1.232336697,3.52293992,11.50410015,99.10862355,42.78807571,2.705149369,111.6724265
THA,2013,19.09372653,67.17114107,1.880007972,3.791268581,2.883782335,2.687495563,51.7791962,17.01228887,132.4622742,113.9362764,4.1240201,27.45710118,31.08426548,0.4497882621,-2.101536846,3.45313358,11.32221534,99.4548645,43.27741784,0.7025457562,6.644852788
THA,2014,19.3047865,68.39415067,5.882776212,1.221452216,1.409575347,0.9844251099,53.1480274,15.80834265,130.9055251,111.7522741,11.91888989,23.91902497,30.4874394,0.5937505125,2.858281843,3.68448043,10.0889239,99.76728821,43.27741784,-0.288022533,22.41395095
THA,2015,18.68257302,67.63677393,10.43373129,2.224687137,1.243733197,3.133896962,54.9480433,16.1404179,124.8398166,103.904116,69.34885375,22.35566829,31.53216915,0.4625296866,6.915820293,3.66789317,8.872734623,99.6,43.27741784,-6.466574432,7.673138438
THA,2016,18.92687653,67.06050569,13.56444142,0.843234248,3.23939602,3.429219712,55.93772047,15.36039262,120.55657,99.07018793,48.28959738,21.10223028,33.13388743,0.4567163316,10.50673343,3.76332021,8.476936419,100,43.27741784,-1.1856148,43.64842424
THA,2017,18.38204876,66.68192937,12.45593677,1.815749721,3.115760348,4.066250349,56.54596688,14.78169353,120.907922,100.407477,64.62580348,22.9293146,34.77438585,0.5224458965,9.632341137,3.83202839,8.400798861,99.9,43.27741784,4.711123088,89.50561304
THA,2018,18.41117807,64.86888451,8.838523945,2.603348735,3.428924826,4.150762088,57.08490971,14.92774696,120.8992451,98.94255582,33.61483826,25.18727729,34.94816435,0.399950525,5.611399185,3.79303908,8.126871459,100,43.27741784,5.513674339,56.95026142
